ir,193,0.0021362
indice,177,0.0019591
uruguay,105,0.0011622
mejor,38,0.0004206
posible,38,0.0004206
hace,67,0.0007416
falta,72,0.0007969
partido,12,0.0001328
gobierno,76,0.0008412
años,150,0.0016602
condiciones,89,0.0009851
muy,68,0.0007526
frente,33,0.0003653
amplio,20,0.0002214
sido,38,0.0004206
problemas,72,0.0007969
uruguayos,36,0.0003985
economía,37,0.0004095
últimos,35,0.0003874
cuatro,12,0.0001328
unos,16,0.0001771
trabajo,102,0.001129
convivencia,30,0.000332
inseguridad,10,0.0001107
crisis,12,0.0001328
educativa,25,0.0002767
número,19,0.0002103
personas,121,0.0013393
viven,12,0.0001328
tenemos,28,0.0003099
déficit,15,0.000166
fiscal,33,0.0003653
alto,29,0.000321
crecimiento,32,0.0003542
política,189,0.0020919
porque,28,0.0003099
queremos,17,0.0001882
construcción,34,0.0003763
país,205,0.002269
no,431,0.0047704
nuestros,23,0.0002546
sino,83,0.0009187
todos,117,0.001295
seguir,12,0.0001328
hacia,76,0.0008412
desarrollo,197,0.0021805
humano,14,0.000155
tarea,44,0.000487
nos,210,0.0023243
desde,97,0.0010736
hemos,14,0.000155
necesidades,36,0.0003985
primera,40,0.0004427
mano,12,0.0001328
equipos,17,0.0001882
técnicos,28,0.0003099
nivel,87,0.0009629
cada,102,0.001129
situación,82,0.0009076
propuestas,21,0.0002324
fortalecer,55,0.0006088
entre,229,0.0025346
unidad,20,0.0002214
promoviendo,12,0.0001328
interno,10,0.0001107
cooperación,30,0.000332
energía,27,0.0002988
capacidad,54,0.0005977
conocimiento,20,0.0002214
técnico,29,0.000321
hacen,17,0.0001882
adelante,10,0.0001107
estamos,27,0.0002988
nacional,239,0.0026453
compromiso,15,0.000166
incluya,23,0.0002546
otros,70,0.0007748
va,12,0.0001328
tener,41,0.0004538
mayoría,14,0.000155
propia,20,0.0002214
esa,50,0.0005534
problema,60,0.0006641
oportunidad,12,0.0001328
profundizar,13,0.0001439
capacidades,23,0.0002546
diálogo,14,0.000155
acuerdos,27,0.0002988
necesita,10,0.0001107
hoy,93,0.0010294
lugar,36,0.0003985
único,15,0.000166
puede,43,0.0004759
solo,27,0.0002988
podrá,12,0.0001328
enfrentar,11,0.0001218
desafíos,24,0.0002656
son,151,0.0016713
todo,84,0.0009297
ellas,19,0.0002103
apoyo,75,0.0008301
pero,139,0.0015385
también,158,0.0017488
construir,25,0.0002767
dos,57,0.0006309
otras,100,0.0011068
fuerzas,15,0.000166
políticas,147,0.001627
tiempo,83,0.0009187
nuevo,25,0.0002767
gobiernos,82,0.0009076
fueron,10,0.0001107
historia,10,0.0001107
anterior,22,0.0002435
