mismos,28,0.0002432
principios,56,0.0004865
nuevos,78,0.0006776
sueños,18,0.0001564
bases,112,0.0009729
programáticas,100,0.0008687
hoy,50,0.0004344
uruguay,111,0.0009643
siglo,15,0.0001303
xxi,15,0.0001303
media,29,0.0002519
fortalecimiento,83,0.000721
frente,187,0.0016245
amplio,187,0.0016245
cambio,55,0.0004778
permanente,56,0.0004865
programa,60,0.0005212
gobierno,165,0.0014334
desafío,59,0.0005125
desarrollo,467,0.0040568
económico,68,0.0005907
políticas,471,0.0040916
economía,43,0.0003735
social,359,0.0031186
solidaria,18,0.0001564
industria,43,0.0003735
energía,20,0.0001737
telecomunicaciones,28,0.0002432
turismo,41,0.0003562
recursos,202,0.0017548
transporte,77,0.0006689
logística,13,0.0001129
ciencia,35,0.000304
tecnología,59,0.0005125
innovación,61,0.0005299
ambiente,45,0.0003909
ordenamiento,34,0.0002954
territorial,126,0.0010946
sostenible,48,0.000417
igualdad,81,0.0007037
diversidad,61,0.0005299
vida,144,0.0012509
país,300,0.0026061
integración,127,0.0011033
inclusión,70,0.0006081
educación,262,0.002276
vivienda,88,0.0007645
hábitat,14,0.0001216
trabajo,236,0.0020501
empleo,76,0.0006602
relaciones,41,0.0003562
laborales,51,0.000443
salud,225,0.0019546
cuidados,105,0.0009121
seguridad,123,0.0010685
cultura,86,0.0007471
deporte,50,0.0004344
bienestar,37,0.0003214
animal,23,0.0001998
política,289,0.0025106
drogas,24,0.0002085
democracia,39,0.0003388
integralidad,22,0.0001911
derechos,232,0.0020154
descentralización,57,0.0004952
participación,184,0.0015984
ciudadana,49,0.0004257
sistema,268,0.0023281
democrático,20,0.0001737
institucional,57,0.0004952
inserción,58,0.0005038
regional,57,0.0004952
internacional,79,0.0006863
soberanía,36,0.0003127
defensa,108,0.0009382
nacional,417,0.0036225
hemos,16,0.000139
largo,58,0.0005038
camino,40,0.0003475
nuestros,17,0.0001477
lucha,15,0.0001303
contra,28,0.0002432
otra,26,0.0002259
nuevas,116,0.0010077
generaciones,19,0.0001651
siempre,14,0.0001216
años,92,0.0007992
desde,158,0.0013726
distintas,37,0.0003214
sólo,44,0.0003822
fuerza,62,0.0005386
contribuir,13,0.0001129
crear,36,0.0003127
sociedad,206,0.0017895
plena,16,0.000139
libertad,72,0.0006255
alcanzar,26,0.0002259
entre,238,0.0020675
todos,205,0.0017808
todas,125,0.0010859
metas,18,0.0001564
luego,13,0.0001129
tiempo,85,0.0007384
construcción,85,0.0007384
concreción,12,0.0001042
realidad,40,0.0003475
fuerzas,35,0.000304
nos,66,0.0005733
tres,34,0.0002954
ser,152,0.0013204
departamental,19,0.0001651
oportunidades,54,0.0004691
otro,27,0.0002346
aún,49,0.0004257
verdad,13,0.0001129
importante,54,0.0004691
pero,50,0.0004344
necesario,136,0.0011814
llegar,13,0.0001129
mucho,13,0.0001129
son,111,0.0009643
ciudadanía,64,0.000556
cuando,15,0.0001303
territorios,30,0.0002606
desafíos,50,0.0004344
hacer,23,0.0001998
pueden,34,0.0002954
partir,43,0.0003735
actual,48,0.000417
esa,17,0.0001477
referencia,19,0.0001651
línea,26,0.0002259
base,54,0.0004691
ese,43,0.0003735
punto,14,0.0001216
propuestas,58,0.0005038
requiere,65,0.0005647
continuar,87,0.0007558
cambios,70,0.0006081
nuevo,40,0.0003475
impulso,20,0.0001737
futuro,28,0.0002432
escenario,12,0.0001042
requieren,20,0.0001737
mismo,53,0.0004604
dado,15,0.0001303
resultados,25,0.0002172
económicos,20,0.0001737
sociales,153,0.0013291
productivo,39,0.0003388
justicia,68,0.0005907
profundización,30,0.0002606
democrática,39,0.0003388
ello,95,0.0008253
productivos,45,0.0003909
plazo,46,0.0003996
medida,23,0.0001998
vez,73,0.0006342
avanzando,33,0.0002867
solidaridad,26,0.0002259
sin,83,0.000721
central,44,0.0003822
sido,36,0.0003127
manejo,13,0.0001129
per,15,0.0001303
tener,36,0.0003127
crecimiento,49,0.0004257
importantes,30,0.0002606
internacionales,38,0.0003301
regionales,29,0.0002519
últimos,26,0.0002259
avanzado,19,0.0001651
garantizar,82,0.0007123
población,152,0.0013204
históricamente,13,0.0001129
inversión,71,0.0006168
pública,153,0.0013291
puesta,13,0.0001129
funcionamiento,32,0.000278
grandes,24,0.0002085
laboral,60,0.0005212
integrado,31,0.0002693
ma,13,0.0001129
aumento,33,0.0002867
régimen,12,0.0001042
naciones,14,0.0001216
familiares,31,0.0002693
reconocimiento,47,0.0004083
avance,29,0.0002519
nueva,50,0.0004344
agenda,33,0.0002867
así,195,0.001694
despliegue,14,0.0001216
conjunto,70,0.0006081
públicas,179,0.001555
estrategias,39,0.0003388
nuestro,70,0.0006081
logrado,15,0.0001303
avanzar,124,0.0010772
mayores,70,0.0006081
niveles,113,0.0009816
equidad,54,0.0004691
embargo,12,0.0001042
términos,31,0.0002693
ampliar,47,0.0004083
abordar,14,0.0001216
desarrollar,96,0.000834
reducción,37,0.0003214
desigualdades,27,0.0002346
tiempos,26,0.0002259
intereses,19,0.0001651
espacios,86,0.0007471
contexto,23,0.0001998
alto,17,0.0001477
nivel,156,0.0013552
esfuerzos,27,0.0002346
avances,52,0.0004517
leyes,22,0.0001911
también,101,0.0008774
donde,88,0.0007645
calidad,196,0.0017027
sobre,189,0.0016419
mundo,55,0.0004778
fueron,12,0.0001042
posibilidades,27,0.0002346
convivencia,38,0.0003301
respuestas,13,0.0001129
ámbito,36,0.0003127
local,45,0.0003909
nuestra,85,0.0007384
misma,35,0.000304
larga,19,0.0001651
durante,29,0.0002519
mayor,145,0.0012596
espacio,29,0.0002519
manera,44,0.0003822
general,58,0.0005038
muy,20,0.0001737
civil,54,0.0004691
expansión,21,0.0001824
personas,242,0.0021023
instancias,17,0.0001477
asumir,24,0.0002085
territorio,114,0.0009903
cada,97,0.0008426
inversiones,34,0.0002954
infraestructura,59,0.0005125
servicios,216,0.0018764
públicos,88,0.0007645
educativas,41,0.0003562
primera,47,0.0004083
infancia,65,0.0005647
terciaria,13,0.0001129
superior,16,0.000139
sentido,83,0.000721
global,17,0.0001477
fuerte,52,0.0004517
impacto,46,0.0003996
comunidades,14,0.0001216
centrales,26,0.0002259
materia,104,0.0009035
debemos,32,0.000278
seguir,49,0.0004257
parte,121,0.0010511
proyecto,40,0.0003475
progresista,15,0.0001303
profundizando,22,0.0001911
siendo,43,0.0003735
habitantes,16,0.000139
izquierda,40,0.0003475
modelo,66,0.0005733
tradicional,12,0.0001042
posible,37,0.0003214
historia,20,0.0001737
sostenibilidad,23,0.0001998
genera,12,0.0001042
exclusión,26,0.0002259
les,18,0.0001564
hace,28,0.0002432
construir,35,0.000304
inclusiva,12,0.0001042
única,14,0.0001216
respeto,24,0.0002085
ejercicio,42,0.0003649
humanos,79,0.0006863
valores,35,0.000304
tienen,37,0.0003214
tareas,26,0.0002259
tierra,13,0.0001129
identidad,26,0.0002259
creación,88,0.0007645
toma,25,0.0002172
acuerdos,51,0.000443
compromisos,16,0.000139
proceso,99,0.00086
congreso,16,0.000139
dos,35,0.000304
dimensión,21,0.0001824
definiciones,17,0.0001477
trabajar,27,0.0002346
bien,14,0.0001216
no,305,0.0026495
sino,37,0.0003214
ciudadanos,39,0.0003388
dignidad,12,0.0001042
humano,26,0.0002259
ética,16,0.000139
principio,19,0.0001651
compromiso,47,0.0004083
mejores,16,0.000139
mujeres,84,0.0007297
sea,52,0.0004517
riqueza,22,0.0001911
valor,67,0.000582
además,55,0.0004778
capacidades,68,0.0005907
constituyen,16,0.000139
gente,16,0.000139
allá,15,0.0001303
educativos,36,0.0003127
condiciones,109,0.0009469
toda,98,0.0008513
respuesta,16,0.000139
transformaciones,24,0.0002085
mundial,19,0.0001651
conocimiento,68,0.0005907
planificación,41,0.0003562
basado,21,0.0001824
ambiental,70,0.0006081
cultural,60,0.0005212
garantía,15,0.0001303
político,33,0.0002867
pilar,12,0.0001042
instituciones,63,0.0005473
transparencia,29,0.0002519
público,79,0.0006863
